,year,age_group,sex,region,value
3598,2018,0 - 4 years,Both sexes,Mid-East,52.8
3599,2018,0 - 4 years,Both sexes,Midland,24.7
3600,2018,0 - 4 years,Male,State,163.9
3601,2018,0 - 4 years,Male,Border,12.6
3602,2018,0 - 4 years,Male,West,15.0
3603,2018,0 - 4 years,Male,Mid-West,14.9
3604,2018,0 - 4 years,Male,South-East,13.5
3605,2018,0 - 4 years,Male,South-West,22.7
3606,2018,0 - 4 years,Male,Dublin,45.4
3607,2018,0 - 4 years,Male,Mid-East,27.1
3608,2018,0 - 4 years,Male,Midland,12.7
3609,2018,0 - 4 years,Female,State,156.1
3610,2018,0 - 4 years,Female,Border,12.0
3611,2018,0 - 4 years,Female,West,14.3
3612,2018,0 - 4 years,Female,Mid-West,14.1
3613,2018,0 - 4 years,Female,South-East,12.6
3614,2018,0 - 4 years,Female,South-West,21.6
3615,2018,0 - 4 years,Female,Dublin,43.8
3616,2018,0 - 4 years,Female,Mid-East,25.7
3617,2018,0 - 4 years,Female,Midland,12.0
3618,2018,5 - 9 years,Both sexes,State,359.6
3619,2018,5 - 9 years,Both sexes,Border,31.7
3620,2018,5 - 9 years,Both sexes,West,33.1
3621,2018,5 - 9 years,Both sexes,Mid-West,35.2
3622,2018,5 - 9 years,Both sexes,South-East,32.5
3623,2018,5 - 9 years,Both sexes,South-West,50.4
3624,2018,5 - 9 years,Both sexes,Dublin,93.3
3625,2018,5 - 9 years,Both sexes,Mid-East,59.9
3626,2018,5 - 9 years,Both sexes,Midland,23.4
3627,2018,5 - 9 years,Male,State,183.9
3628,2018,5 - 9 years,Male,Border,16.3
3629,2018,5 - 9 years,Male,West,17.0
3630,2018,5 - 9 years,Male,Mid-West,18.1
3631,2018,5 - 9 years,Male,South-East,16.7
3632,2018,5 - 9 years,Male,South-West,25.6
3633,2018,5 - 9 years,Male,Dublin,47.7
3634,2018,5 - 9 years,Male,Mid-East,30.4
3635,2018,5 - 9 years,Male,Midland,12.0
3636,2018,5 - 9 years,Female,State,175.8
3637,2018,5 - 9 years,Female,Border,15.4
3638,2018,5 - 9 years,Female,West,16.2
3639,2018,5 - 9 years,Female,Mid-West,17.2
3640,2018,5 - 9 years,Female,South-East,15.8
3641,2018,5 - 9 years,Female,South-West,24.8
3642,2018,5 - 9 years,Female,Dublin,45.6
3643,2018,5 - 9 years,Female,Mid-East,29.4
3644,2018,5 - 9 years,Female,Midland,11.4
3645,2018,10 - 14 years,Both sexes,State,334.8
3646,2018,10 - 14 years,Both sexes,Border,30.7
3647,2018,10 - 14 years,Both sexes,West,31.6
3648,2018,10 - 14 years,Both sexes,Mid-West,33.8
3649,2018,10 - 14 years,Both sexes,South-East,31.5
3650,2018,10 - 14 years,Both sexes,South-West,46.9
3651,2018,10 - 14 years,Both sexes,Dublin,82.0
3652,2018,10 - 14 years,Both sexes,Mid-East,55.8
3653,2018,10 - 14 years,Both sexes,Midland,22.4
3654,2018,10 - 14 years,Male,State,171.6
3655,2018,10 - 14 years,Male,Border,15.9
3656,2018,10 - 14 years,Male,West,16.1
3657,2018,10 - 14 years,Male,Mid-West,17.4
3658,2018,10 - 14 years,Male,South-East,16.3
3659,2018,10 - 14 years,Male,South-West,24.0
3660,2018,10 - 14 years,Male,Dublin,41.8
3661,2018,10 - 14 years,Male,Mid-East,28.5
3662,2018,10 - 14 years,Male,Midland,11.7
3663,2018,10 - 14 years,Female,State,163.2
3664,2018,10 - 14 years,Female,Border,14.8
3665,2018,10 - 14 years,Female,West,15.5
3666,2018,10 - 14 years,Female,Mid-West,16.5
3667,2018,10 - 14 years,Female,South-East,15.3
3668,2018,10 - 14 years,Female,South-West,23.0
3669,2018,10 - 14 years,Female,Dublin,40.2
3670,2018,10 - 14 years,Female,Mid-East,27.2
3671,2018,10 - 14 years,Female,Midland,10.7
3672,2018,15 - 19 years,Both sexes,State,318.1
3673,2018,15 - 19 years,Both sexes,Border,28.2
3674,2018,15 - 19 years,Both sexes,West,30.4
3675,2018,15 - 19 years,Both sexes,Mid-West,32.5
3676,2018,15 - 19 years,Both sexes,South-East,29.2
3677,2018,15 - 19 years,Both sexes,South-West,45.2
3678,2018,15 - 19 years,Both sexes,Dublin,81.3
3679,2018,15 - 19 years,Both sexes,Mid-East,50.2
3680,2018,15 - 19 years,Both sexes,Midland,21.1
3681,2018,15 - 19 years,Male,State,162.1
3682,2018,15 - 19 years,Male,Border,14.3
3683,2018,15 - 19 years,Male,West,15.4
3684,2018,15 - 19 years,Male,Mid-West,16.4
3685,2018,15 - 19 years,Male,South-East,14.8
3686,2018,15 - 19 years,Male,South-West,23.0
3687,2018,15 - 19 years,Male,Dublin,41.3
3688,2018,15 - 19 years,Male,Mid-East,26.1
3689,2018,15 - 19 years,Male,Midland,10.8
3690,2018,15 - 19 years,Female,State,156.0
3691,2018,15 - 19 years,Female,Border,13.9
3692,2018,15 - 19 years,Female,West,15.0
3693,2018,15 - 19 years,Female,Mid-West,16.2
3694,2018,15 - 19 years,Female,South-East,14.3
3695,2018,15 - 19 years,Female,South-West,22.2
3696,2018,15 - 19 years,Female,Dublin,40.1
3697,2018,15 - 19 years,Female,Mid-East,24.1
3698,2018,15 - 19 years,Female,Midland,10.3
3699,2018,20 - 24 years,Both sexes,State,291.2
3700,2018,20 - 24 years,Both sexes,Border,22.1
3701,2018,20 - 24 years,Both sexes,West,26.3
3702,2018,20 - 24 years,Both sexes,Mid-West,29.1
3703,2018,20 - 24 years,Both sexes,South-East,24.0
3704,2018,20 - 24 years,Both sexes,South-West,42.2
3705,2018,20 - 24 years,Both sexes,Dublin,89.8
3706,2018,20 - 24 years,Both sexes,Mid-East,40.3
3707,2018,20 - 24 years,Both sexes,Midland,17.3
3708,2018,20 - 24 years,Male,State,148.3
3709,2018,20 - 24 years,Male,Border,11.3
3710,2018,20 - 24 years,Male,West,13.7
3711,2018,20 - 24 years,Male,Mid-West,15.0
3712,2018,20 - 24 years,Male,South-East,12.2
3713,2018,20 - 24 years,Male,South-West,21.0
3714,2018,20 - 24 years,Male,Dublin,45.5
3715,2018,20 - 24 years,Male,Mid-East,20.6
3716,2018,20 - 24 years,Male,Midland,8.9
3717,2018,20 - 24 years,Female,State,142.9
3718,2018,20 - 24 years,Female,Border,10.8
3719,2018,20 - 24 years,Female,West,12.6
3720,2018,20 - 24 years,Female,Mid-West,14.1
3721,2018,20 - 24 years,Female,South-East,11.8
3722,2018,20 - 24 years,Female,South-West,21.1
3723,2018,20 - 24 years,Female,Dublin,44.3
3724,2018,20 - 24 years,Female,Mid-East,19.7
3725,2018,20 - 24 years,Female,Midland,8.4
3726,2018,25 - 29 years,Both sexes,State,293.4
3727,2018,25 - 29 years,Both sexes,Border,20.0
3728,2018,25 - 29 years,Both sexes,West,24.1
3729,2018,25 - 29 years,Both sexes,Mid-West,26.1
3730,2018,25 - 29 years,Both sexes,South-East,22.5
3731,2018,25 - 29 years,Both sexes,South-West,39.3
3732,2018,25 - 29 years,Both sexes,Dublin,108.4
3733,2018,25 - 29 years,Both sexes,Mid-East,36.7
3734,2018,25 - 29 years,Both sexes,Midland,16.3
3735,2018,25 - 29 years,Male,State,146.6
3736,2018,25 - 29 years,Male,Border,9.9
3737,2018,25 - 29 years,Male,West,12.3
3738,2018,25 - 29 years,Male,Mid-West,13.4
3739,2018,25 - 29 years,Male,South-East,11.1
3740,2018,25 - 29 years,Male,South-West,19.8
3741,2018,25 - 29 years,Male,Dublin,53.7
3742,2018,25 - 29 years,Male,Mid-East,18.1
3743,2018,25 - 29 years,Male,Midland,8.2
3744,2018,25 - 29 years,Female,State,146.8
3745,2018,25 - 29 years,Female,Border,10.1
3746,2018,25 - 29 years,Female,West,11.8
3747,2018,25 - 29 years,Female,Mid-West,12.7
3748,2018,25 - 29 years,Female,South-East,11.4
3749,2018,25 - 29 years,Female,South-West,19.4
3750,2018,25 - 29 years,Female,Dublin,54.7
3751,2018,25 - 29 years,Female,Mid-East,18.5
3752,2018,25 - 29 years,Female,Midland,8.1
3753,2018,30 - 34 years,Both sexes,State,337.7
3754,2018,30 - 34 years,Both sexes,Border,24.0
3755,2018,30 - 34 years,Both sexes,West,28.0
3756,2018,30 - 34 years,Both sexes,Mid-West,30.4
3757,2018,30 - 34 years,Both sexes,South-East,26.3
3758,2018,30 - 34 years,Both sexes,South-West,45.8
3759,2018,30 - 34 years,Both sexes,Dublin,116.7
3760,2018,30 - 34 years,Both sexes,Mid-East,46.3
3761,2018,30 - 34 years,Both sexes,Midland,20.3
3762,2018,30 - 34 years,Male,State,162.2
3763,2018,30 - 34 years,Male,Border,11.3
3764,2018,30 - 34 years,Male,West,13.3
3765,2018,30 - 34 years,Male,Mid-West,14.8
3766,2018,30 - 34 years,Male,South-East,12.5
3767,2018,30 - 34 years,Male,South-West,22.0
3768,2018,30 - 34 years,Male,Dublin,56.6
3769,2018,30 - 34 years,Male,Mid-East,21.8
3770,2018,30 - 34 years,Male,Midland,9.9
3771,2018,30 - 34 years,Female,State,175.5
3772,2018,30 - 34 years,Female,Border,12.7
3773,2018,30 - 34 years,Female,West,14.7
3774,2018,30 - 34 years,Female,Mid-West,15.6
3775,2018,30 - 34 years,Female,South-East,13.8
3776,2018,30 - 34 years,Female,South-West,23.8
3777,2018,30 - 34 years,Female,Dublin,60.1
3778,2018,30 - 34 years,Female,Mid-East,24.5
3779,2018,30 - 34 years,Female,Midland,10.4
3780,2018,35 - 39 years,Both sexes,State,400.6
3781,2018,35 - 39 years,Both sexes,Border,29.8
3782,2018,35 - 39 years,Both sexes,West,34.9
3783,2018,35 - 39 years,Both sexes,Mid-West,37.4
3784,2018,35 - 39 years,Both sexes,South-East,32.6
3785,2018,35 - 39 years,Both sexes,South-West,56.1
3786,2018,35 - 39 years,Both sexes,Dublin,126.0
3787,2018,35 - 39 years,Both sexes,Mid-East,59.4
3788,2018,35 - 39 years,Both sexes,Midland,24.5
3789,2018,35 - 39 years,Male,State,193.9
3790,2018,35 - 39 years,Male,Border,14.2
3791,2018,35 - 39 years,Male,West,16.9
3792,2018,35 - 39 years,Male,Mid-West,18.2
3793,2018,35 - 39 years,Male,South-East,15.7
3794,2018,35 - 39 years,Male,South-West,27.3
3795,2018,35 - 39 years,Male,Dublin,61.2
3796,2018,35 - 39 years,Male,Mid-East,28.4
3797,2018,35 - 39 years,Male,Midland,12.0
3798,2018,35 - 39 years,Female,State,206.7
3799,2018,35 - 39 years,Female,Border,15.5
3800,2018,35 - 39 years,Female,West,18.0
3801,2018,35 - 39 years,Female,Mid-West,19.2
3802,2018,35 - 39 years,Female,South-East,16.9
3803,2018,35 - 39 years,Female,South-West,28.8
3804,2018,35 - 39 years,Female,Dublin,64.8
3805,2018,35 - 39 years,Female,Mid-East,31.0
3806,2018,35 - 39 years,Female,Midland,12.4
3807,2018,40 - 44 years,Both sexes,State,371.0
3808,2018,40 - 44 years,Both sexes,Border,29.1
3809,2018,40 - 44 years,Both sexes,West,33.7
3810,2018,40 - 44 years,Both sexes,Mid-West,36.5
3811,2018,40 - 44 years,Both sexes,South-East,32.0
3812,2018,40 - 44 years,Both sexes,South-West,53.4
3813,2018,40 - 44 years,Both sexes,Dublin,105.3
3814,2018,40 - 44 years,Both sexes,Mid-East,58.2
3815,2018,40 - 44 years,Both sexes,Midland,22.9
3816,2018,40 - 44 years,Male,State,183.2
3817,2018,40 - 44 years,Male,Border,14.3
3818,2018,40 - 44 years,Male,West,16.4
3819,2018,40 - 44 years,Male,Mid-West,18.3
3820,2018,40 - 44 years,Male,South-East,15.7
3821,2018,40 - 44 years,Male,South-West,26.7
3822,2018,40 - 44 years,Male,Dublin,51.7
3823,2018,40 - 44 years,Male,Mid-East,28.4
3824,2018,40 - 44 years,Male,Midland,11.5
3825,2018,40 - 44 years,Female,State,187.9
3826,2018,40 - 44 years,Female,Border,14.8
3827,2018,40 - 44 years,Female,West,17.2
3828,2018,40 - 44 years,Female,Mid-West,18.2
3829,2018,40 - 44 years,Female,South-East,16.2
3830,2018,40 - 44 years,Female,South-West,26.8
3831,2018,40 - 44 years,Female,Dublin,53.6
3832,2018,40 - 44 years,Female,Mid-East,29.8
3833,2018,40 - 44 years,Female,Midland,11.3
3834,2018,45 - 49 years,Both sexes,State,343.5
3835,2018,45 - 49 years,Both sexes,Border,28.1
3836,2018,45 - 49 years,Both sexes,West,32.2
3837,2018,45 - 49 years,Both sexes,Mid-West,34.4
3838,2018,45 - 49 years,Both sexes,South-East,31.1
3839,2018,45 - 49 years,Both sexes,South-West,49.8
3840,2018,45 - 49 years,Both sexes,Dublin,92.2
3841,2018,45 - 49 years,Both sexes,Mid-East,54.4
3842,2018,45 - 49 years,Both sexes,Midland,21.3
3843,2018,45 - 49 years,Male,State,171.5
3844,2018,45 - 49 years,Male,Border,14.1
3845,2018,45 - 49 years,Male,West,16.0
3846,2018,45 - 49 years,Male,Mid-West,17.3
3847,2018,45 - 49 years,Male,South-East,15.6
3848,2018,45 - 49 years,Male,South-West,25.0
3849,2018,45 - 49 years,Male,Dublin,45.6
3850,2018,45 - 49 years,Male,Mid-East,27.2
3851,2018,45 - 49 years,Male,Midland,10.8
3852,2018,45 - 49 years,Female,State,172.0
3853,2018,45 - 49 years,Female,Border,14.1
3854,2018,45 - 49 years,Female,West,16.2
3855,2018,45 - 49 years,Female,Mid-West,17.1
3856,2018,45 - 49 years,Female,South-East,15.5
3857,2018,45 - 49 years,Female,South-West,24.8
3858,2018,45 - 49 years,Female,Dublin,46.6
3859,2018,45 - 49 years,Female,Mid-East,27.2
3860,2018,45 - 49 years,Female,Midland,10.5
3861,2018,50 - 54 years,Both sexes,State,308.6
3862,2018,50 - 54 years,Both sexes,Border,26.6
3863,2018,50 - 54 years,Both sexes,West,29.8
3864,2018,50 - 54 years,Both sexes,Mid-West,31.9
3865,2018,50 - 54 years,Both sexes,South-East,28.7
3866,2018,50 - 54 years,Both sexes,South-West,45.9
3867,2018,50 - 54 years,Both sexes,Dublin,79.2
3868,2018,50 - 54 years,Both sexes,Mid-East,47.0
3869,2018,50 - 54 years,Both sexes,Midland,19.5
3870,2018,50 - 54 years,Male,State,153.0
3871,2018,50 - 54 years,Male,Border,13.2
3872,2018,50 - 54 years,Male,West,15.0
3873,2018,50 - 54 years,Male,Mid-West,15.8
3874,2018,50 - 54 years,Male,South-East,14.1
3875,2018,50 - 54 years,Male,South-West,23.0
3876,2018,50 - 54 years,Male,Dublin,38.4
3877,2018,50 - 54 years,Male,Mid-East,23.5
3878,2018,50 - 54 years,Male,Midland,9.9
3879,2018,50 - 54 years,Female,State,155.7
3880,2018,50 - 54 years,Female,Border,13.4
3881,2018,50 - 54 years,Female,West,14.9
3882,2018,50 - 54 years,Female,Mid-West,16.0
3883,2018,50 - 54 years,Female,South-East,14.5
3884,2018,50 - 54 years,Female,South-West,23.0
3885,2018,50 - 54 years,Female,Dublin,40.8
3886,2018,50 - 54 years,Female,Mid-East,23.5
3887,2018,50 - 54 years,Female,Midland,9.6
3888,2018,55 - 59 years,Both sexes,State,281.6
3889,2018,55 - 59 years,Both sexes,Border,24.5
3890,2018,55 - 59 years,Both sexes,West,27.8
3891,2018,55 - 59 years,Both sexes,Mid-West,29.6
3892,2018,55 - 59 years,Both sexes,South-East,26.6
3893,2018,55 - 59 years,Both sexes,South-West,42.3
3894,2018,55 - 59 years,Both sexes,Dublin,73.3
3895,2018,55 - 59 years,Both sexes,Mid-East,40.0
3896,2018,55 - 59 years,Both sexes,Midland,17.5
3897,2018,55 - 59 years,Male,State,139.2
3898,2018,55 - 59 years,Male,Border,12.2
3899,2018,55 - 59 years,Male,West,13.8
3900,2018,55 - 59 years,Male,Mid-West,14.8
3901,2018,55 - 59 years,Male,South-East,13.2
3902,2018,55 - 59 years,Male,South-West,21.2
3903,2018,55 - 59 years,Male,Dublin,35.2
3904,2018,55 - 59 years,Male,Mid-East,20.0
3905,2018,55 - 59 years,Male,Midland,8.9
3906,2018,55 - 59 years,Female,State,142.3
3907,2018,55 - 59 years,Female,Border,12.3
3908,2018,55 - 59 years,Female,West,14.0
3909,2018,55 - 59 years,Female,Mid-West,14.8
3910,2018,55 - 59 years,Female,South-East,13.3
3911,2018,55 - 59 years,Female,South-West,21.1
3912,2018,55 - 59 years,Female,Dublin,38.2
3913,2018,55 - 59 years,Female,Mid-East,20.0
3914,2018,55 - 59 years,Female,Midland,8.6
3915,2018,60 - 64 years,Both sexes,State,248.3
3916,2018,60 - 64 years,Both sexes,Border,22.4
3917,2018,60 - 64 years,Both sexes,West,26.1
3918,2018,60 - 64 years,Both sexes,Mid-West,27.0
3919,2018,60 - 64 years,Both sexes,South-East,23.3
3920,2018,60 - 64 years,Both sexes,South-West,37.6
3921,2018,60 - 64 years,Both sexes,Dublin,62.5
3922,2018,60 - 64 years,Both sexes,Mid-East,34.2
3923,2018,60 - 64 years,Both sexes,Midland,15.4
3924,2018,60 - 64 years,Male,State,123.2
3925,2018,60 - 64 years,Male,Border,11.2
3926,2018,60 - 64 years,Male,West,13.0
3927,2018,60 - 64 years,Male,Mid-West,13.7
3928,2018,60 - 64 years,Male,South-East,11.8
3929,2018,60 - 64 years,Male,South-West,18.8
3930,2018,60 - 64 years,Male,Dublin,29.8
3931,2018,60 - 64 years,Male,Mid-East,16.9
3932,2018,60 - 64 years,Male,Midland,7.9
3933,2018,60 - 64 years,Female,State,125.2
3934,2018,60 - 64 years,Female,Border,11.2
3935,2018,60 - 64 years,Female,West,13.1
3936,2018,60 - 64 years,Female,Mid-West,13.3
3937,2018,60 - 64 years,Female,South-East,11.5
3938,2018,60 - 64 years,Female,South-West,18.7
3939,2018,60 - 64 years,Female,Dublin,32.7
3940,2018,60 - 64 years,Female,Mid-East,17.2
3941,2018,60 - 64 years,Female,Midland,7.4
3942,2018,65 - 69 years,Both sexes,State,217.8
3943,2018,65 - 69 years,Both sexes,Border,20.3
3944,2018,65 - 69 years,Both sexes,West,22.8
3945,2018,65 - 69 years,Both sexes,Mid-West,24.3
3946,2018,65 - 69 years,Both sexes,South-East,20.6
3947,2018,65 - 69 years,Both sexes,South-West,33.2
3948,2018,65 - 69 years,Both sexes,Dublin,54.5
3949,2018,65 - 69 years,Both sexes,Mid-East,28.9
3950,2018,65 - 69 years,Both sexes,Midland,13.2
3951,2018,65 - 69 years,Male,State,107.8
3952,2018,65 - 69 years,Male,Border,10.3
3953,2018,65 - 69 years,Male,West,11.5
3954,2018,65 - 69 years,Male,Mid-West,12.3
3955,2018,65 - 69 years,Male,South-East,10.3
3956,2018,65 - 69 years,Male,South-West,16.6
3957,2018,65 - 69 years,Male,Dublin,25.8
3958,2018,65 - 69 years,Male,Mid-East,14.2
3959,2018,65 - 69 years,Male,Midland,6.7
3960,2018,65 - 69 years,Female,State,110.0
3961,2018,65 - 69 years,Female,Border,10.0
3962,2018,65 - 69 years,Female,West,11.3
3963,2018,65 - 69 years,Female,Mid-West,12.0
3964,2018,65 - 69 years,Female,South-East,10.3
3965,2018,65 - 69 years,Female,South-West,16.6
3966,2018,65 - 69 years,Female,Dublin,28.7
3967,2018,65 - 69 years,Female,Mid-East,14.7
3968,2018,65 - 69 years,Female,Midland,6.5
3969,2018,70 - 74 years,Both sexes,State,178.8
3970,2018,70 - 74 years,Both sexes,Border,16.7
3971,2018,70 - 74 years,Both sexes,West,18.5
3972,2018,70 - 74 years,Both sexes,Mid-West,20.2
3973,2018,70 - 74 years,Both sexes,South-East,17.3
3974,2018,70 - 74 years,Both sexes,South-West,27.8
3975,2018,70 - 74 years,Both sexes,Dublin,44.4
3976,2018,70 - 74 years,Both sexes,Mid-East,23.3
3977,2018,70 - 74 years,Both sexes,Midland,10.6
3978,2018,70 - 74 years,Male,State,87.8
3979,2018,70 - 74 years,Male,Border,8.5
3980,2018,70 - 74 years,Male,West,9.4
3981,2018,70 - 74 years,Male,Mid-West,10.0
3982,2018,70 - 74 years,Male,South-East,8.6
3983,2018,70 - 74 years,Male,South-West,13.8
3984,2018,70 - 74 years,Male,Dublin,20.8
3985,2018,70 - 74 years,Male,Mid-East,11.5
3986,2018,70 - 74 years,Male,Midland,5.3
3987,2018,70 - 74 years,Female,State,90.9
3988,2018,70 - 74 years,Female,Border,8.2
3989,2018,70 - 74 years,Female,West,9.1
3990,2018,70 - 74 years,Female,Mid-West,10.2
3991,2018,70 - 74 years,Female,South-East,8.7
3992,2018,70 - 74 years,Female,South-West,14.0
3993,2018,70 - 74 years,Female,Dublin,23.6
3994,2018,70 - 74 years,Female,Mid-East,11.8
3995,2018,70 - 74 years,Female,Midland,5.3
3996,2018,75 - 79 years,Both sexes,State,122.6
3997,2018,75 - 79 years,Both sexes,Border,11.5
3998,2018,75 - 79 years,Both sexes,West,12.8
3999,2018,75 - 79 years,Both sexes,Mid-West,13.7
4000,2018,75 - 79 years,Both sexes,South-East,12.0
4001,2018,75 - 79 years,Both sexes,South-West,18.7
4002,2018,75 - 79 years,Both sexes,Dublin,32.3
4003,2018,75 - 79 years,Both sexes,Mid-East,14.8
4004,2018,75 - 79 years,Both sexes,Midland,6.7
4005,2018,75 - 79 years,Male,State,57.9
4006,2018,75 - 79 years,Male,Border,5.8
4007,2018,75 - 79 years,Male,West,6.2
4008,2018,75 - 79 years,Male,Mid-West,6.6
4009,2018,75 - 79 years,Male,South-East,5.8
4010,2018,75 - 79 years,Male,South-West,8.8
4011,2018,75 - 79 years,Male,Dublin,14.5
4012,2018,75 - 79 years,Male,Mid-East,7.1
4013,2018,75 - 79 years,Male,Midland,3.2
4014,2018,75 - 79 years,Female,State,64.6
4015,2018,75 - 79 years,Female,Border,5.7
4016,2018,75 - 79 years,Female,West,6.6
4017,2018,75 - 79 years,Female,Mid-West,7.2
4018,2018,75 - 79 years,Female,South-East,6.2
4019,2018,75 - 79 years,Female,South-West,9.9
4020,2018,75 - 79 years,Female,Dublin,17.8
4021,2018,75 - 79 years,Female,Mid-East,7.8
4022,2018,75 - 79 years,Female,Midland,3.5
4023,2018,80 - 84 years,Both sexes,State,85.5
4024,2018,80 - 84 years,Both sexes,Border,8.1
4025,2018,80 - 84 years,Both sexes,West,9.1
4026,2018,80 - 84 years,Both sexes,Mid-West,9.5
4027,2018,80 - 84 years,Both sexes,South-East,8.3
4028,2018,80 - 84 years,Both sexes,South-West,13.3
4029,2018,80 - 84 years,Both sexes,Dublin,23.1
4030,2018,80 - 84 years,Both sexes,Mid-East,9.5
4031,2018,80 - 84 years,Both sexes,Midland,4.6
4032,2018,80 - 84 years,Male,State,37.7
4033,2018,80 - 84 years,Male,Border,3.7
4034,2018,80 - 84 years,Male,West,4.2
4035,2018,80 - 84 years,Male,Mid-West,4.3
4036,2018,80 - 84 years,Male,South-East,3.7
4037,2018,80 - 84 years,Male,South-West,6.0
4038,2018,80 - 84 years,Male,Dublin,9.5
4039,2018,80 - 84 years,Male,Mid-East,4.2
4040,2018,80 - 84 years,Male,Midland,2.1
4041,2018,80 - 84 years,Female,State,47.8
4042,2018,80 - 84 years,Female,Border,4.4
4043,2018,80 - 84 years,Female,West,4.9
4044,2018,80 - 84 years,Female,Mid-West,5.2
4045,2018,80 - 84 years,Female,South-East,4.5
4046,2018,80 - 84 years,Female,South-West,7.3
4047,2018,80 - 84 years,Female,Dublin,13.6
4048,2018,80 - 84 years,Female,Mid-East,5.3
4049,2018,80 - 84 years,Female,Midland,2.6
4050,2018,85 years and over,Both sexes,State,71.8
4051,2018,85 years and over,Both sexes,Border,7.4
4052,2018,85 years and over,Both sexes,West,8.3
4053,2018,85 years and over,Both sexes,Mid-West,8.2
4054,2018,85 years and over,Both sexes,South-East,6.9
4055,2018,85 years and over,Both sexes,South-West,10.8
4056,2018,85 years and over,Both sexes,Dublin,19.5
4057,2018,85 years and over,Both sexes,Mid-East,7.6
4058,2018,85 years and over,Both sexes,Midland,3.1
4059,2018,85 years and over,Male,State,25.8
4060,2018,85 years and over,Male,Border,2.8
4061,2018,85 years and over,Male,West,3.0
4062,2018,85 years and over,Male,Mid-West,3.0
